語句,読み,意味,語源等解説,関連語,関連分野,難易度
movement,Movement,moveすること,movement の語源情報が必要です。,,名詞,中級
movie,ム́ーヴィ,映画,moving picture の短縮。派生: movie theater(ム́ーヴィシアター): 映画館 / moviegoer(ム́ーヴィゴウアー): 映画ファン,"film(フィ́ルム): 映画, cinema(シ́ネマ): 映画館",文化,初級
Mr.,Mr.,[手動確認必要: mr.],Mr. の語源情報が必要です。,,中級語彙,中級
Mrs.,Mrs.,[手動確認必要: mrs.],Mrs. の語源情報が必要です。,,中級語彙,中級
Ms.,Ms.,[手動確認必要: ms.],Ms. の語源情報が必要です。,,中級語彙,中級
Mt.,Mt.,[手動確認必要: mt.],Mt. の語源情報が必要です。,,中級語彙,中級
much,マ́ッチ,多くの・非常に,"古英語 ""mycel""。派生: so much(ソ́ウマッチ): とても / too much(トゥ́ーマッチ): 多すぎる","many(メ́ニ): 多数の, very(ヴェ́リ): とても",程度,初級
museum,ミュゼ́ィアム,博物館,"ギリシャ語 ""mouseion""(ミューズの神殿)。派生: art museum(ア́ートミュゼィアム): 美術館 / museum piece(ミュゼ́ィアムピース): 博物館級品","gallery(ギャ́ラリ): 美術館, exhibition(エクシビ́ション): 展示",文化,初級
music,ミュ́ージック,音楽,"ギリシャ語 ""mousike""。派生: musical(ミュ́ージカル): 音楽の / musician(ミュジ́シャン): 音楽家","song(ソ́ング): 歌, melody(メ́ロディ): 旋律",文化,初級
musical,Musical,[手動確認必要: musical],musical の語源情報が必要です。,,中級語彙,中級
musician,Musician,[手動確認必要: musician],musician の語源情報が必要です。,,中級語彙,中級
must,マ́スト,〜しなければならない,"古英語 ""moste""。派生: must-have(マ́ストハヴ): 必需品 / must-see(マ́ストスィー): 必見の","have to(ハ́ヴトゥ): 〜しなければならない, should(シ́ュッド): 〜すべき",文法,初級
my,マ́イ,私の,"古英語 ""min""。派生: mine(マ́イン): 私のもの","I(ア́イ): 私は, me(ミー): 私を",代名詞,初級
myself,Myself,[手動確認必要: myself],myself の語源情報が必要です。,,中級語彙,中級
name,ネ́イム,名前・名付ける,"古英語 ""nama""。派生: namely(ネ́イムリ): すなわち / nickname(ニ́ックネイム): あだ名","call(コ́ール): 呼ぶ, title(タ́イトル): 題名",伝達,初級
national,National,国家の,national の詳細な語源情報を追加してください。,,中級語彙,中級
natural,ナ́チュラル,自然な,"ラテン語 ""natura""(生まれ)。派生: naturally(ナ́チュラリ): 自然に / supernatural(ス́ーパーナチュラル): 超自然的な","normal(ノ́ーマル): 正常な, artificial(アーティフィ́シャル): 人工の",状態,初級
natural,ナ́チュラル,自然な,"ラテン語 ""natura""(生まれ)。派生: naturally(ナ́チュラリ): 自然に / supernatural(ス́ーパーナチュラル): 超自然的な","normal(ノ́ーマル): 正常な, artificial(アーティフィ́シャル): 人工の",状態,初級
nature,ネ́イチャー,自然・性質,"ラテン語 ""natura""。派生: natural(ナ́チュラル): 自然の / by nature(バイネ́イチャー): 生まれつき","environment(インヴァ́イロメント): 環境, character(キャ́ラクター): 性格",自然,初級
near,ニ́ア,近い・〜の近くに,"古英語 ""nēar""。派生: nearby(ニ́アバイ): 近くの / nearly(ニ́アリ): ほとんど","close(クロ́ウス): 近い, far(ファ́ー): 遠い",位置,初級
nearly,ニ́アリ,ほとんど,near + ly。派生: not nearly(ノットニ́アリ): 全然〜ない / nearly equal(ニ́アリイ́ークアル): ほぼ等しい,"almost(オ́ールモウスト): ほとんど, approximately(アプロ́クシメトリ): およそ",程度,初級
necessary,ネ́セサリ,必要な,"ラテン語 ""necessarius""。派生: necessity(ネセ́シティ): 必要性 / necessarily(ネセ́サリリ): 必然的に","essential(エセ́ンシャル): 不可欠の, required(リクワ́イアド): 必要な",評価,中級
neck,ネ́ック,首,"古英語 ""hnecca""。派生: necklace(ネ́クレス): ネックレス / necktie(ネ́クタイ): ネクタイ","head(ヘ́ッド): 頭, shoulder(ショ́ウルダー): 肩",人体,初級
need,ニ́ード,必要とする・必要,"古英語 ""nēd""。派生: needy(ニ́ーディ): 貧しい / need to(ニ́ードトゥ): 〜する必要がある","require(リクワ́イア): 必要とする, want(ウォ́ント): 欲する",動作,初級
negative,Negative,否定的な,negative の詳細な語源情報を追加してください。,,中級語彙,中級
neighbor,ネ́イバー,隣人,"古英語 ""neahgebur""(近くに住む人)。派生: neighborhood(ネ́イバーフッド): 近所 / neighboring(ネ́イバーリング): 隣接した","nearby(ニ́アバイ): 近くの, community(コミュ́ニティ): 地域社会",人間関係,初級
nervous,ナ́ーヴァス,神経質な・緊張した,"ラテン語 ""nervus""(神経)。派生: nerve(ナ́ーヴ): 神経 / nervousness(ナ́ーヴァスネス): 神経質","anxious(ア́ンクシャス): 不安な, calm(カ́ーム): 落ち着いた",感情,初級
nest,Nest,[手動確認必要: nest],nest の語源情報が必要です。,,中級語彙,中級
never,ネ́ヴァー,決して〜ない,"古英語 ""nǣfre""。派生: never mind(ネ́ヴァーマインド): 気にしないで / nevermore(ネヴァモ́ー): 二度と〜ない","ever(エ́ヴァー): いつか, always(オ́ールウェイズ): いつも",頻度,初級
new,ニ́ュー,新しい,"古英語 ""nīewe""。派生: newly(ニ́ューリ): 新たに / brand-new(ブラ́ンドニュー): 真新しい","fresh(フレ́ッシュ): 新鮮な, old(オ́ウルド): 古い",評価,初級
news,ニ́ューズ,知らせ・ニュース,"中英語 ""newes""(新しいこと)。派生: newspaper(ニ́ューズペーパー): 新聞 / newscast(ニ́ューズキャスト): ニュース放送","information(インフォメ́イション): 情報, report(リポ́ート): 報告",伝達,初級
newspaper,Newspaper,newspapする人,newspaper の語源情報が必要です。,,名詞,中級
next,ネ́クスト,次の・隣の,"古英語 ""nēhst""(最も近い)。派生: next to(ネ́クストトゥ): 〜の隣に / next door(ネ́クストドア): 隣の","following(フォ́ロウイング): 次の, previous(プリ́ーヴィアス): 前の",時間,初級
nice,ナ́イス,良い・素敵な,"ラテン語 ""nescius""(無知な)→意味変化。派生: nicely(ナ́イスリ): 素敵に / niceness(ナ́イスネス): 良さ","pleasant(プレ́ザント): 快適な, kind(カ́インド): 親切な",評価,初級
night,ナ́イト,夜,"古英語 ""niht""。派生: tonight(トゥナ́イト): 今夜 / nighttime(ナ́イトタイム): 夜間","evening(イ́ーヴニング): 晩, day(デ́イ): 昼",時間,初級
nine,ナ́イン,9,"古英語 ""nigon""。派生: nineteen(ナインティ́ーン): 19 / ninth(ナ́インス): 9番目","eight(エ́イト): 8, ten(テ́ン): 10、eight(エイト): 8, ten(テン): 10, ninety(ナインティ): 90",数、数詞,初級
nineteen,Nineteen,[手動確認必要: nineteen],nineteen の語源情報が必要です。,,中級語彙,中級
ninety,Ninety,[手動確認必要: ninety],ninety の語源情報が必要です。,,中級語彙,中級
ninth,Ninth,[手動確認必要: ninth],ninth の語源情報が必要です。,,中級語彙,中級
no,ノ́ウ,いいえ・少しも〜ない,"古英語 ""nā""。派生: nobody(ノ́ウバディ): 誰も〜ない / no one(ノ́ウワン): 誰も〜ない","yes(イェ́ス): はい, not(ノ́ット): 〜でない",限定詞,初級
noodle,Noodle,[手動確認必要: noodle],noodle の語源情報が必要です。,,中級語彙,中級
noon,Noon,[手動確認必要: noon],noon の語源情報が必要です。,,中級語彙,中級
north,ノ́ース,北,"古英語 ""north""。派生: northern(ノ́ーザン): 北の / North Pole(ノ́ースポウル): 北極","south(サ́ウス): 南, direction(ダイレ́クション): 方向",地理,初級
nose,ノ́ウズ,鼻,"古英語 ""nosu""。派生: nosy(ノ́ウズィ): おせっかいな / nosebleed(ノ́ウズブリード): 鼻血","smell(スメ́ル): 匂いを嗅ぐ, face(フ́ェイス): 顔",人体,初級
not,ナ́ット,〜でない,"古英語 ""na wiht""(何もない)の短縮形。派生: nothing(ナ́シング): 何もない / nobody(ノウバディ): 誰もいない","no(ノウ): いいえ, never(ネヴァー): 決して〜ない, none(ナン): 何もない",副詞,初級
note,ノ́ウト,メモ・音符,"ラテン語 ""nota""(印)。派生: notebook(ノ́ウトブック): ノート / take notes(テ́イクノウツ): メモを取る","memo(メ́モ): メモ, record(レコ́ード): 記録",学習,初級
notebook,Notebook,[手動確認必要: notebook],notebook の語源情報が必要です。,,中級語彙,中級
nothing,ナ́シング,何もない,"古英語 ""nān thing""。派生: nothing but(ナ́シングバット): 〜だけ / for nothing(フォーナ́シング): ただで","none(ナ́ン): 何も〜ない, something(サ́ムシング): 何か",限定詞,初級
notice,ノ́ウティス,気づく・通知,"ラテン語 ""notitia""(知識)。派生: noticeable(ノ́ウティサブル): 目立つ / notice board(ノ́ウティスボード): 掲示板","observe(オブザ́ーヴ): 観察する, announcement(アナ́ウンスメント): 発表",動作,初級
novel,ノ́ヴェル,小説・新しい,"ラテン語 ""novellus""(新しい)。派生: novelist(ノ́ヴェリスト): 小説家 / novelty(ノ́ヴェルティ): 新奇さ","book(ブ́ック): 本, story(スト́ーリ): 物語",文化,中級
November,November,novembする人,November の語源情報が必要です。,,名詞,中級
now,ナ́ウ,今,"古英語 ""nū""。派生: nowadays(ナ́ウアデイズ): 今日では / right now(ラ́イトナウ): 今すぐ","present(プレ́ゼント): 現在, currently(カ́レントリ): 現在",時間,初級
number,ナ́ンバー,数・番号,"ラテン語 ""numerus""。派生: numerous(ニ́ューメラス): 多数の / number one(ナ́ンバーワン): ナンバーワン","figure(フ́ィガー): 数字, amount(アマ́ウント): 量",数,初級
nurse,ナ́ース,看護師・看護する,"ラテン語 ""nutrix""(乳母)。派生: nursery(ナ́ーサリ): 保育園 / nursing(ナ́ーシング): 看護","doctor(ド́クター): 医者, care(ケ́ア): 世話",健康,初級
nursery,Nursery,[手動確認必要: nursery],nursery の語源情報が必要です。,,中級語彙,中級
ocean,オ́ウシャン,海洋,"ギリシャ語 ""okeanos""。派生: oceanic(オウシャ́ニック): 海洋の / ocean liner(オ́ウシャンライナー): 定期客船","sea(スィ́ー): 海, wave(ウェ́イヴ): 波",地理,初級
o'clock,オクロ́ック,〜時,of the clock の短縮。派生: around the clock(アラ́ウンドザクロック): 24時間 / what time(ホワ́ットタイム): 何時,"time(タ́イム): 時間, hour(ア́ワー): 時",時間,初級
October,October,octobする人,October の語源情報が必要です。,,名詞,中級
of,Of,[手動確認必要: of],of の語源情報が必要です。,,中級語彙,中級
off,Off,[手動確認必要: off],off の語源情報が必要です。,,中級語彙,中級
offer,オ́ファー,提供する・申し出,"ラテン語 ""offerre""。派生: offering(オ́ファリング): 提供物 / special offer(スペ́シャルオファー): 特別提供","provide(プロヴァ́イド): 提供する, give(ギ́ヴ): 与える",動作,初級
office,オ́フィス,事務所,"ラテン語 ""officium""(義務)。派生: officer(オ́フィサー): 役人 / office worker(オ́フィスワーカー): 会社員","company(カ́ンパニ): 会社, desk(デ́スク): 机",社会,初級
officer,オ́フィサー,役人・将校,"ラテン語 ""officium""。派生: official(オフィ́シャル): 公式の / police officer(ポリ́ースオフィサー): 警官","official(オフィ́シャル): 役人, soldier(ソ́ウルジャー): 兵士",社会,中級
official,オフィ́シャル,公式の・役人,"ラテン語 ""officialis""。派生: officially(オフィ́シャリ): 公式に / unofficial(アノフィ́シャル): 非公式の","formal(フォ́ーマル): 正式な, government(ガヴァ́メント): 政府",社会,中級
often,オ́フン,しばしば,"古英語 ""oft""。派生: more often(モ́アオフン): より頻繁に / how often(ハ́ウオフン): どのくらい頻繁に","frequently(フリ́ークウェントリ): 頻繁に, seldom(セ́ルダム): めったに〜ない",頻度,初級
oil,オ́イル,油,"ラテン語 ""oleum""。派生: oily(オ́イリ): 油っぽい / oil painting(オ́イルペインティング): 油絵","fat(ファ́ット): 脂肪, gas(ガ́ス): ガソリン",科学,初級
OK,Ok,[手動確認必要: ok],OK の語源情報が必要です。,,中級語彙,中級
old,オ́ウルド,古い・年老いた,"古英語 ""eald""。派生: elder(エ́ルダー): 年上の / old-fashioned(オ́ウルドファッションド): 古風な","aged(エ́イジド): 年老いた, new(ニ́ュー): 新しい",評価,初級
Olympic,Olympic,[手動確認必要: olympic],Olympic の語源情報が必要です。,,中級語彙,中級
omelet,Omelet,[手動確認必要: omelet],omelet の語源情報が必要です。,,中級語彙,中級
on,On,[手動確認必要: on],on の語源情報が必要です。,,中級語彙,中級
once,ワ́ンス,一度・かつて,"古英語 ""ānes""(一つ)。派生: at once(アットワ́ンス): すぐに / once upon a time(ワ́ンスアポンアタ́イム): 昔々","formerly(フォ́ーマリ): 以前は, one time(ワ́ンタイム): 一度",頻度,初級
one,ワ́ン,1・一つ / 1つ・1,"古英語 ""ān""。派生: anyone(エ́ニワン): 誰でも / one by one(ワ́ンバイワン): 一つずつ","single(シ́ングル): 単一の, two(トゥ́ー): 2、two(トゥー): 2, first(ファースト): 最初の, single(シングル): 単一の",数、数詞,初級
onion,Onion,[手動確認必要: onion],onion の語源情報が必要です。,,中級語彙,中級
only,オ́ウンリ,ただ〜だけ・唯一の,"古英語 ""ānlīc""。派生: if only(イフオ́ウンリ): 〜でさえあれば / the only(ジオ́ウンリ): 唯一の","just(ジャ́スト): ただ, sole(ソ́ウル): 唯一の",限定詞,初級
open,オ́ウプン,開ける・開いた,"古英語 ""open""。派生: opening(オ́ウプニング): 開始 / open-minded(オ́ウプンマインデッド): 心の広い","close(クロ́ウズ): 閉める, shut(シャ́ット): 閉じる",動作,初級
operation,Operation,operationすること,operation の語源情報が必要です。,,名詞,中級
opinion,オピ́ニオン,意見,"ラテン語 ""opinio""。派生: opinionated(オピ́ニオネイテッド): 独断的な / in my opinion(インマイオピ́ニオン): 私の意見では","view(ヴ́ュー): 見解, thought(ソ́ート): 考え",思考,中級
opportunity,オポチュ́ニティ,機会,"ラテン語 ""opportunus""(都合のよい港へ)。派生: opportune(オ́ポチューン): 好都合な / opportunist(オポチュ́ニスト): 日和見主義者","chance(チャ́ンス): 機会, occasion(オケ́イジョン): 場合",時間,中級
or,オ́ー,または・さもないと,"古英語 ""oththe""。派生: or else(オ́ーエ́ルス): さもないと / or so(オ́ーソウ): およそ""","and(ア́ンド): そして, either(イ́ーザー): どちらか",接続詞,初級
orange,オ́レンジ,オレンジ・オレンジ色,"アラビア語 ""naranj""。派生: orangeade(オレンジェ́イド): オレンジ水 / orange juice(オ́レンジジュース): オレンジジュース","fruit(フル́ート): 果物, lemon(レ́モン): レモン",食べ物,初級
order,オ́ーダー,注文・命令・順序,"ラテン語 ""ordo""(列)。派生: disorder(ディソ́ーダー): 無秩序 / in order to(インオ́ーダートゥ): 〜するために","command(コマ́ンド): 命令, sequence(スィ́ークウェンス): 順序",手続き,初級
organize,オ́ーガナイズ,組織する・整理する,"ギリシャ語 ""organon""(道具)。派生: organization(オーガナイゼ́イション): 組織 / organizer(オ́ーガナイザー): 主催者","arrange(アレ́インジ): 配置する, structure(ストラ́クチャー): 構造化する",社会,中級
original,オリ́ジナル,独創的な・原初の,"ラテン語 ""origo""(起源)。派生: originally(オリ́ジナリ): 元々 / originate(オリ́ジネイト): 起源を持つ","creative(クリエ́イティヴ): 創造的な, first(ファ́ースト): 最初の",評価,中級
originally,Originally,originalの状態で,originally の語源情報が必要です。,,副詞,中級
other,ア́ザー,他の,"古英語 ""ōther""。派生: otherwise(ア́ザワイズ): さもないと / each other(イ́ーチアザー): 互いに","another(アナ́ザー): もう一つの, different(ディ́ファレント): 違う",限定詞,初級
our,ア́ワー,私たちの,"古英語 ""ūre""。派生: ours(ア́ワーズ): 私たちのもの / ourselves(アワセ́ルヴズ): 私たち自身","my(マ́イ): 私の, their(ゼ́ア): 彼らの、we(ウィー): 私たちは, us(アス): 私たちを",限定詞、代名詞,初級
ours,Ours,[手動確認必要: ours],ours の語源情報が必要です。,,中級語彙,中級
out,ア́ウト,外へ・外に,"古英語 ""ūt""。派生: outside(ア́ウトサイド): 外側 / outcome(ア́ウトカム): 結果","in(イ́ン): 中に, within(ウィジ́ン): 内部に",前置詞,初級
outdoor,ア́ウトドア,屋外の,out + door。派生: outdoors(ア́ウトドーズ): 戸外で / outdoor activities(ア́ウトドアアクティ́ヴィティズ): 野外活動,"outside(ア́ウトサイド): 外の, indoor(イ́ンドア): 屋内の",位置,初級
outside,ア́ウトサイド,外側・外側に,out + side。派生: outsider(ア́ウトサイダー): 部外者 / outside of(ア́ウトサイドオブ): 〜の外に,"exterior(エクスティ́アリア): 外部, inside(インサ́イド): 内側",位置,初級
over,オ́ウヴァー,〜の上に・終わって,"古英語 ""ofer""。派生: overcome(オーヴァカ́ム): 克服する / all over(オ́ールオーヴァー): 至る所に","above(アバ́ヴ): 上に, across(アクロ́ス): 横切って",前置詞,初級
overseas,Overseas,海外へ,overseas の詳細な語源情報を追加してください。,,中級語彙,中級
own,オ́ウン,自分自身の・所有する,"古英語 ""āgen""。派生: owner(オ́ウナー): 所有者 / on one's own(オンワ́ンズオウン): 独力で","possess(ポゼ́ス): 所有する, have(ハ́ヴ): 持つ",動作,初級
owner,Owner,ownする人,owner の語源情報が必要です。,,名詞,中級
page,ペ́イジ,ページ,"ラテン語 ""pagina""。派生: pager(ペ́イジャー): ポケベル / front page(フロ́ントページ): 一面","sheet(シ́ート): 紙, book(ブ́ック): 本",学習,初級
paint,ペ́イント,ペンキ・塗る,"ラテン語 ""pingere""(描く)。派生: painter(ペ́インター): 画家 / painting(ペ́インティング): 絵画","draw(ドロ́ー): 描く, color(カ́ラー): 色",文化,初級
painting,Painting,[手動確認必要: painting],painting の語源情報が必要です。,,中級語彙,中級
pair,ペ́ア,一組・対,"ラテン語 ""par""(等しい)。派生: a pair of(アペ́アオブ): 一組の / compare(コンペ́ア): 比較する(同根)","couple(カ́プル): 一対, set(セ́ット): セット",量,初級
panda,Panda,[手動確認必要: panda],panda の語源情報が必要です。,,中級語彙,中級
paper,ペ́イパー,紙・論文,"ラテン語 ""papyrus""。派生: paperback(ペ́イパーバック): ペーパーバック / newspaper(ニ́ューズペーパー): 新聞","sheet(シ́ート): 紙, document(ド́キュメント): 文書",学習,初級
pardon,Pardon,[手動確認必要: pardon],pardon の語源情報が必要です。,,中級語彙,中級
parent,ペ́アレント,親,"ラテン語 ""parere""(生む)。派生: parental(パレ́ンタル): 親の / grandparent(グラ́ンドペアレント): 祖父母","father(ファ́ーザー): 父, mother(マ́ザー): 母",人間関係,初級
park,パ́ーク,公園・駐車する,"古フランス語 ""parc""。派生: parking(パ́ーキング): 駐車 / national park(ナ́ショナルパーク): 国立公園","garden(ガ́ーデン): 庭, lot(ロ́ット): 駐車場",生活,初級
part,パ́ート,部分・分かれる,"ラテン語 ""pars""。派生: partial(パ́ーシャル): 部分的な / take part in(テ́イクパートイン): 参加する","piece(ピ́ース): 断片, section(セ́クション): 部分",概念,初級
partner,Partner,partnする人,partner の語源情報が必要です。,,名詞,中級
party,パ́ーティ,パーティー・政党,"ラテン語 ""pars""(部分)。派生: political party(ポリ́ティカルパーティ): 政党 / party member(パ́ーティメンバー): 党員","celebration(セレブレ́イション): 祝賀, group(グル́ープ): 集団",社会,初級
pass,パ́ス,通過する・合格する,"ラテン語 ""passus""(歩み)。派生: passage(パ́セージ): 通路 / pass by(パ́スバイ): 通り過ぎる","go by(ゴ́ーバイ): 通り過ぎる, fail(フェ́イル): 失敗する",動作,初級
passenger,パ́センジャー,乗客,"古仏語 ""passager""。派生: fellow passenger(フェ́ロウパセンジャー): 同乗者 / passenger seat(パ́センジャーシート): 助手席","traveler(トラ́ヴェラー): 旅行者, rider(ラ́イダー): 乗客",交通,初級
past,パ́スト,過去・〜を過ぎて,pass の過去分詞。派生: in the past(インザパ́スト): 過去に / past tense(パ́ストテンス): 過去時制,"history(ヒ́ストリー): 歴史, ago(アゴ́ウ): 〜前に",時間,初級
patient,ペ́イシェント,患者・忍耐強い,"ラテン語 ""patiens""(耐える)。派生: patience(ペ́イシェンス): 忍耐 / impatient(インペ́イシェント): せっかちな","sick person(シ́ックパーソン): 病人, enduring(エンデュ́アリング): 我慢強い",健康,初級
pay,ペ́イ,払う・給料,"ラテン語 ""pacare""(なだめる)。派生: payment(ペ́イメント): 支払い / pay attention(ペ́イアテンション): 注意を払う","spend(スペ́ンド): 費やす, salary(サ́ラリ): 給料",経済,初級
P.E.,P.E.,[手動確認必要: p.e.],P.E. の語源情報が必要です。,,中級語彙,中級
peace,ピ́ース,平和,"ラテン語 ""pax""。派生: peaceful(ピ́ースフル): 平和な / peace treaty(ピ́ーストリーティ): 平和条約","calm(カ́ーム): 穏やか, war(ウォ́ー): 戦争",社会,初級
peaceful,Peaceful,平和な,peaceful の詳細な語源情報を追加してください。,,中級語彙,中級
peach,Peach,[手動確認必要: peach],peach の語源情報が必要です。,,中級語彙,中級
pen,ペ́ン,ペン,"ラテン語 ""penna""(羽)。派生: ballpoint pen(ボ́ールポイントペン): ボールペン / pen pal(ペ́ンパル): 文通相手","pencil(ペ́ンスル): 鉛筆, write(ラ́イト): 書く",学習,初級
pencil,ペ́ンスル,鉛筆,"ラテン語 ""penicillus""(小さな尾)。派生: pencil case(ペ́ンスルケース): 筆箱 / pencil sharpener(ペ́ンスルシャープナー): 鉛筆削り","pen(ペ́ン): ペン, eraser(イレ́イサー): 消しゴム",学習,初級
penguin,Penguin,[手動確認必要: penguin],penguin の語源情報が必要です。,,中級語彙,中級
people,ピ́ープル,人々,"ラテン語 ""populus""(民衆)。派生: peoples(ピ́ープルズ): 諸民族 / peopled(ピ́ープルド): 人が住む","person(パ́ーソン): 人, folk(フォ́ウク): 人々",人間関係,初級
percent,パセ́ント,パーセント,"ラテン語 ""per centum""(百につき)。派生: percentage(パセ́ンテージ): 割合 / ten percent(テ́ンパセント): 10パーセント","rate(レ́イト): 割合, proportion(プロポ́ーション): 比率",数,初級
perfect,パ́ーフェクト,完璧な,"ラテン語 ""perfectus""(完成した)。派生: perfection(パフェ́クション): 完璧 / perfectly(パ́ーフェクトリ): 完璧に","ideal(アイデ́ィアル): 理想的な, flawless(フロ́ーレス): 欠点のない",評価,初級
perform,パフォ́ーム,実行する・演じる,"古仏語 ""parfournir""(成し遂げる)。派生: performance(パフォ́ーマンス): 公演・実行 / performer(パフォ́ーマー): 演奏者","execute(エ́クシキュート): 実行する, act(ア́クト): 演じる",動作,中級
performance,Performance,[手動確認必要: performance],performance の語源情報が必要です。,,中級語彙,中級
performer,Performer,performする人,performer の語源情報が必要です。,,名詞,中級
perhaps,パハ́プス,たぶん,per + hap(偶然)。派生: by hap(バイハ́プ): 偶然に / mayhap(メ́イハプ): ひょっとして(古語),"maybe(メ́イビー): たぶん, possibly(ポ́シブリ): 可能性として",副詞,初級
period,ピ́アリアド,期間・終止符,"ギリシャ語 ""periodos""(周期)。派生: periodic(ピアリオ́ディック): 定期的な / period of time(ピ́アリアドオブタイム): 期間","time(タ́イム): 時間, era(イ́アラ): 時代",時間,中級
person,パ́ーソン,人,"ラテン語 ""persona""(仮面)。派生: personal(パ́ーソナル): 個人的な / personality(パーソナ́リティ): 個性","individual(インディヴィ́ジュアル): 個人, people(ピ́ープル): 人々",人間関係,初級
personal,Personal,個人的な,personal の詳細な語源情報を追加してください。,,中級語彙,中級
pet,ペ́ット,ペット・可愛がる,語源不詳。派生: petting(ペ́ティング): 愛撫 / pet shop(ペ́ットショップ): ペットショップ,"animal(ア́ニマル): 動物, dog(ド́グ): 犬",生物,初級
phone,フォ́ウン,電話,telephone の短縮。派生: smartphone(スマ́ートフォン): スマートフォン / phone call(フォ́ウンコール): 電話,"call(コ́ール): 電話する, mobile(モ́ウバイル): 携帯電話",伝達,初級
photo,フォ́ト,写真,photograph の短縮。派生: photocopy(フォ́トコピー): 複写 / photograph(フォ́トグラフ): 写真,"picture(ピ́クチャー): 写真, image(イ́メジ): 画像",文化,初級
photographer,Photographer,photographする人,photographer の語源情報が必要です。,,名詞,中級
piano,ピア́ノ,ピアノ,"イタリア語 ""pianoforte""(弱く強く)。派生: pianist(ピア́ニスト): ピアニスト / grand piano(グラ́ンドピアノ): グランドピアノ","music(ミュ́ージック): 音楽, keyboard(キ́ーボード): 鍵盤",文化,初級
pick,ピ́ック,選ぶ・摘む,"中英語 ""piken""。派生: picker(ピ́ッカー): 摘む人 / pick up(ピ́ックア́ップ): 拾い上げる","choose(チュ́ーズ): 選ぶ, select(セレ́クト): 選択する",動作,初級
picnic,Picnic,[手動確認必要: picnic],picnic の語源情報が必要です。,,中級語彙,中級
picture,ピ́クチャー,絵・写真,"ラテン語 ""pictura""(絵)。派生: picturesque(ピクチャレ́スク): 絵のように美しい / motion picture(モ́ウションピクチャー): 映画","photo(フォ́ト): 写真, image(イ́メジ): 画像",文化,初級
pie,Pie,[手動確認必要: pie],pie の語源情報が必要です。,,中級語彙,中級
piece,ピ́ース,一片・作品,"古仏語 ""piece""。派生: piece by piece(ピ́ースバイピース): 少しずつ / masterpiece(マ́スターピース): 傑作","part(パ́ート): 部分, fragment(フラ́グメント): 断片",量,初級
pig,Pig,[手動確認必要: pig],pig の語源情報が必要です。,,中級語彙,中級
pilot,パ́イロット,パイロット・水先案内人,"ギリシャ語 ""pedon""(舵)。派生: autopilot(オ́ートパイロット): 自動操縦 / test pilot(テ́ストパイロット): テストパイロット","captain(キャ́プテン): 機長, fly(フラ́イ): 飛ぶ",交通,初級
pineapple,Pineapple,[手動確認必要: pineapple],pineapple の語源情報が必要です。,,中級語彙,中級
pink,ピ́ンク,ピンク色,花の名前から。派生: pinkish(ピ́ンキッシュ): ピンクがかった / hot pink(ホ́ットピンク): ショッキングピンク,"red(レ́ッド): 赤, rose(ロ́ウズ): バラ色",色,初級
pizza,Pizza,[手動確認必要: pizza],pizza の語源情報が必要です。,,中級語彙,中級
place,プレ́イス,場所・置く,"ラテン語 ""platea""(広場)。派生: placement(プレ́イスメント): 配置 / take place(テ́イクプレイス): 起こる","location(ロケ́イション): 場所, put(プ́ット): 置く",位置,初級
plan,プラ́ン,計画・計画する,"ラテン語 ""planus""(平らな)。派生: planning(プラ́ニング): 計画 / floor plan(フロ́アプラン): 間取り図","scheme(スキ́ーム): 計画, design(ディザ́イン): 設計",思考,初級
plane,プレ́イン,飛行機・平面,"ラテン語 ""planum""(平面)。派生: airplane(エ́アプレイン): 飛行機 / plane ticket(プレ́インチケット): 航空券","aircraft(エ́アクラフト): 航空機, flat(フラ́ット): 平らな",交通,初級
planet,プラ́ネット,惑星,"ギリシャ語 ""planetes""(さまよう者)。派生: planetary(プラ́ネタリ): 惑星の / planetarium(プラネテ́アリアム): プラネタリウム","earth(ア́ース): 地球, star(スタ́ー): 星",科学,初級
plant,プラ́ント,植物・植える,"ラテン語 ""planta""(若芽)。派生: plantation(プランテ́イション): 農園 / implant(インプラ́ント): 埋め込む","tree(トゥリ́ー): 木, flower(フラ́ウアー): 花",生物,初級
plastic,Plastic,[手動確認必要: plastic],plastic の語源情報が必要です。,,中級語彙,中級
plate,プレ́イト,皿,"ギリシャ語 ""platus""(平らな)。派生: platter(プラ́ター): 大皿 / plate glass(プレ́イトグラス): 板ガラス","dish(ディ́シュ): 皿, bowl(ボ́ウル): ボウル",生活,初級
play,プレ́イ,遊ぶ・演奏する,"古英語 ""plegan""。派生: player(プレ́イアー): 選手 / playground(プレ́イグラウンド): 遊び場","game(ゲ́イム): 遊び, sport(スポ́ート): スポーツ",動作,初級
player,Player,playする人,player の語源情報が必要です。,,名詞,中級
please,プリ́ーズ,喜ばせる・どうぞ,"ラテン語 ""placere""(喜ばせる)。派生: pleasant(プレ́ザント): 快い / pleasure(プレ́ジャー): 喜び","satisfy(サ́ティスファイ): 満足させる, delight(ディラ́イト): 喜ばせる",感情,初級
pleasure,Pleasure,[手動確認必要: pleasure],pleasure の語源情報が必要です。,,中級語彙,中級
p.m.,P.M.,午後,p.m. の詳細な語源情報を追加してください。,,中級語彙,中級
